instance,probtype, n_vars, n_constr, n_nzcnt, nq_vars, nq_constr, nq_nzcnt, lp_avg, lp_l2_avg, lp_linf, lp_objval, num_b_variables, num_i_variables, num_c_variables, num_s_variables, num_n_variables, ratio_b_variables, ratio_i_variables, ratio_c_variables, ratio_s_variables, ratio_n_variables, num_i+_variables, ratio_i+_variables, num_unbounded_disc, ratio_unbounded_disc, support_size_avg, support_size_median, support_size_varcoef, support_size_q90mq10, rhs_c_0_avg, rhs_c_0_varcoef, rhs_c_1_avg, rhs_c_1_varcoef, rhs_c_2_avg, rhs_c_2_varcoef, vcg_constr_deg0_avg, vcg_constr_deg0_median, vcg_constr_deg0_varcoef, vcg_constr_deg0_q90mq10, vcg_var_deg0_avg, vcg_var_deg0_median, vcg_var_deg0_varcoef, vcg_var_deg0_q90mq10, vcg_constr_weight0_avg, vcg_constr_weight0_varcoef, vcg_var_weight0_avg, vcg_var_weight0_varcoef, A_ij_normalized0_avg, A_ij_normalized0_varcoef, a_normalized_varcoefs0_avg, a_normalized_varcoefs0_varcoef, obj_coefs0_avg, obj_coefs0_std, obj_coef_per_constr0_avg, obj_coef_per_constr0_std, obj_coef_per_sqr_constr0_avg, obj_coef_per_sqr_constr0_std, vcg_constr_deg1_avg, vcg_constr_deg1_median, vcg_constr_deg1_varcoef, vcg_constr_deg1_q90mq10, vcg_var_deg1_avg, vcg_var_deg1_median, vcg_var_deg1_varcoef, vcg_var_deg1_q90mq10, vcg_constr_weight1_avg, vcg_constr_weight1_varcoef, vcg_var_weight1_avg, vcg_var_weight1_varcoef, A_ij_normalized1_avg, A_ij_normalized1_varcoef, a_normalized_varcoefs1_avg, a_normalized_varcoefs1_varcoef, obj_coefs1_avg, obj_coefs1_std, obj_coef_per_constr1_avg, obj_coef_per_constr1_std, obj_coef_per_sqr_constr1_avg, obj_coef_per_sqr_constr1_std, vcg_constr_deg2_avg, vcg_constr_deg2_median, vcg_constr_deg2_varcoef, vcg_constr_deg2_q90mq10, vcg_var_deg2_avg, vcg_var_deg2_median, vcg_var_deg2_varcoef, vcg_var_deg2_q90mq10, vcg_constr_weight2_avg, vcg_constr_weight2_varcoef, vcg_var_weight2_avg, vcg_var_weight2_varcoef, A_ij_normalized2_avg, A_ij_normalized2_varcoef, a_normalized_varcoefs2_avg, a_normalized_varcoefs2_varcoef, obj_coefs2_avg, obj_coefs2_std, obj_coef_per_constr2_avg, obj_coef_per_constr2_std, obj_coef_per_sqr_constr2_avg, obj_coef_per_sqr_constr2_std, mipgap, nodecnt, clqcnt, covcnt, itcnt_max, numnewsolution_sum, newin_sum, nodeleft_avg, nodeleft_varcoef, diffObj_avg, diffObj_median, diffObj_varcoef, diffObj_q90mq10, numfeas, iinf_avg, iinf_median, iinf_varcoef, iinf_q90mq10, diffBestInt_avg, diffBestInt_median, diffBestInt_varcoef, diffBestInt_q90mq10, diffBestObjUp_avg, diffBestObjUp_median, diffBestObjUp_varcoef, diffBestObjUp_q90mq10, numcuts_sum, diffGap_avg, diffGap_median, diffGap_varcoef, diffGap_q90mq10, pre_t, rel_t, new_row, new_col, new_nonzero, clique_table, cliqueCuts, impliedBoundCuts, flowCuts, mixedIntegerRoundingCuts, gomoryFractionalCuts,time_relax, time_VCG0, time_VCG1, time_VCG2, cplex_prob_time
newdano.mps.gz,1, 505, 576, 2184, 0, 0, 0, 0.174689, 0.202168, 0.4989, 11.7241, 56, 0, 449, 0, 0, 0.110891, 0, 0.889109, 0, 0, 56, 0.110891, 0, 0, 2, 2, 0, 0, 0, 0, 4.5625, 1.11246, 0, 0, 0.875, 1, 1.29099, 1, 9, 9, 0, 0, -41.0139, -0.710968, -421.857, -0.0205603, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91667, 1, 1.33737, 7, 3.74165, 4, 0.685522, 2, 0.194444, 10.5898, 0.249443, 10.6421, 0.00857147, 13.6277, 0.00407154, 23.9792, 0.00222717, 0.0471403, 3.97709e-05, 0.000841792, 0.000297618, 0.00629939, 3.79167, 2, 0.941663, 6, 4.32475, 4, 0.677133, 7, -40.8194, -0.687719, -46.5584, -2.84794, 0.0740953, 2.69017, 0.662868, 0.686164, 0.0019802, 0.0444553, 3.53607e-05, 0.000793845, 0.000264615, 0.00594059, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 15.14
net12.mps.gz,1, 14115, 14021, 80384, 0, 0, 0, 0.0845863, 0.171608, 0.5, 17.2495, 1603, 0, 12512, 0, 0, 0.113567, 0, 0.886433, 0, 0, 1603, 0.113567, 0, 0, 2, 2, 0, 0, 1.88861, 0.481842, 0, 4.08248e+09, -1, -0, 3.94836, 3, 1.03016, 1, 34.5352, 19, 0.471009, 32, 6.78411, 0.896462, 59.3387, 1.07236, 0.985785, 0.170435, 0.0352436, 4.98966, 0.210231, 1.79174, 0.106363, 0.945119, 0.14663, 1.28963, 1.78475, 1, 2.39241, 0, 2, 2, 0, 0, 0, 4.62785e+10, 0, 0, -0.615942, -0.468229, 0.000334528, 118.406, 0, 0, 0, 0, 0, 0, 5.73311, 4, 1.44752, 0, 5.69493, 2, 2.05237, 17, 6.78411, 1.53453, 6.73893, 4.23453, 0.601773, 1.18559, 0.213607, 1.02404, 0.0238753, 0.607484, 0.0120793, 0.320285, 0.0166523, 0.437086, 1, 0, 25, 26, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,3.99, 0.02, 0.02, 0.02, 6.84
nexp-150-20-1-5.mps.gz,1, 4470, 4620, 11175, 0, 0, 0, 0.00559284, 0.0414892, 0.5, 56.3333, 2235, 0, 2235, 0, 0, 0.5, 0, 0.5, 0, 0, 2235, 0.5, 0, 0, 2, 2, 0, 0, 0.352902, 5.54611, 0, 0, 5.26154, 0.498158, 0.967532, 1, 0.183186, 0, 2, 2, 0, 0, -5.32143, -1.21537, -11, -0, 1, 0, 0, 0, 1, 0, 0.5, 0, 0.707107, 0, 1.4513, 1, 3.65207, 1, 3, 3, 0, 0, 0.483766, 2.2219, 1, 0, -0.000158904, -2134.8, 0.00714389, 8.7008, 0, 0, 0, 0, 0, 0, 2.41883, 2, 2.1195, 1, 2.5, 3, 0.2, 1, -4.83766, -1.24923, -5, -1.2, 0.44943, 1.2406, 0.416485, 1.00964, 0.5, 0.5, 0.25, 0.25, 0.353553, 0.353553, 0, 0, 0, 64, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.03, 0.01, 0, 0.02, 3.19
neos9.mps.gz,1, 81408, 31600, 244224, 0, 0, 0, 0.0218755, 0.102361, 0.5, 780, 2099, 0, 79309, 0, 0, 0.0257837, 0, 0.974216, 0, 0, 2099, 0.0257837, 0, 0, 2, 2, 0, 0, 1, 0, 0.147516, 13.2518, -512, -512, 0.199272, 0, 6.67076, 0, 3, 3, 0, 0, 0.0664241, 19.8076, 1, 0, 1, 0, 0.0244556, 6.39169, 1, 0, 0.333333, 0, 0.57735, 0, 7.52934, 3, 6.7122, 4, 3, 3, 0, 0, 4.45408, 11.3722, 1.77469, 0.54899, 0.584092, 0.80922, 0.174382, 3.69978, 0.225309, 0.417785, 0.0751029, 0.139262, 0.130082, 0.241209, 7.72861, 3, 6.54083, 4, 3, 3, 0, 0, 4.52051, 11.207, 1.75472, 0.552483, 0.590203, 0.799445, 0.159061, 3.66028, 0.245283, 0.430255, 0.081761, 0.143418, 0.141614, 0.248408, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.55, 0.01, 0.06, 0.05, 7.74
nexp-50-20-1-1.mps.gz,1, 490, 540, 1225, 0, 0, 0, 0.0218924, 0.0725157, 0.393939, 12.0303, 245, 0, 245, 0, 0, 0.5, 0, 0.5, 0, 0, 245, 0.5, 0, 0, 2, 2, 0, 0, -0.0384615, -155.492, 0, 0, 4.96429, 0.547661, 0.907407, 1, 0.319438, 0, 2, 2, 0, 0, -14.5185, -1.16023, -32, -0, 1, 0, 0, 0, 1, 0, 0.5, 0, 0.707107, 0, 1.36111, 1, 2.11441, 1, 3, 3, 0, 0, 0.453704, 2.25621, 1, 0, 0.00437804, 85.3995, 0.0279825, 5.46327, 0, 0, 0, 0, 0, 0, 2.26852, 2, 1.14983, 1, 2.5, 3, 0.2, 1, -14.0648, -1.16401, -15.5, -1.06452, 0.436108, 1.30242, 0.454998, 1.02859, 0.5, 0.5, 0.25, 0.25, 0.353553, 0.353553, 0, 0, 0, 27, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 1.23
nexp-50-20-4-2.mps.gz,1, 1225, 540, 2695, 0, 0, 0, 0.00630798, 0.0439932, 0.409091, 49.0909, 980, 0, 245, 0, 0, 0.8, 0, 0.2, 0, 0, 980, 0.8, 0, 0, 2, 2, 0, 0, 0.05, 63.773, 0, 0, 5.21739, 0.462481, 3.62963, 4, 0.319438, 0, 2, 2, 0, 0, -15.4259, -1.33555, -8.5, -0.916968, 1, 0, 0.372239, 1.09731, 2.5, 1.11803, 1.25, 0.559017, 1.76777, 0.790569, 1.36111, 1, 2.11771, 1, 3, 3, 0, 0, 0.453704, 2.39921, 1, 0, 0.0265479, 11.8159, 0.0279646, 4.93918, 0, 0, 0, 0, 0, 0, 4.99074, 5, 0.369562, 1, 2.2, 2, 0.181818, 1, -14.9722, -1.34438, -6.6, -1.203, 0.753669, 0.599304, 0.479126, 1.0202, 2, 1.41421, 1, 0.707107, 1.41421, 1, 0, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 1.52
neos4.mps.gz,1, 22884, 38577, 99930, 0, 0, 0, 0.0048163, 0.0351699, 0.461653, -5.05064e+10, 17172, 0, 5712, 0, 0, 0.750393, 0, 0.249607, 0, 0, 17172, 0.750393, 0, 0, 2, 2, 0, 0, 51979.3, 19.177, 6.86626e+07, 3.52952, 0, 0, 2.24543, 2, 1.42615, 1, 5.04437, 5, 0.840024, 1, -1.00789e+11, -2.98685, -2.26424e+11, -12.5695, -0.184969, -1.25907, 0.001174, 38.1506, 2.20722e+06, 1.91866e+07, 490624, 4.83824e+06, 1.03837e+06, 9.60587e+06, 0.344972, 0, 5.94608, 1, 2.32983, 2, 0.406389, 1, 0.037639, 50.6844, 0.254202, 3.83233, 9.89565e-08, 5.16455, 0.000423778, 41.2193, 0.900173, 1.30515, 0.442909, 0.655697, 0.630285, 0.925348, 2.5904, 2, 1.44782, 0, 4.36681, 5, 0.889207, 3, -1.00789e+11, -2.98685, -1.69907e+11, -14.5216, -0.163526, -1.38718, 0.109759, 2.80892, 1.65628e+06, 1.66479e+07, 368161, 4.19651e+06, 779185, 8.33324e+06, 8.31953e-15, 24, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,23.1, 0.03, 0.01, 0.03, 6.25
nexp-150-20-8-5.mps.gz,1, 20115, 4620, 42465, 0, 0, 0, 0.000127425, 0.00235637, 0.0756014, 18.2268, 17880, 0, 2235, 0, 0, 0.888889, 0, 0.111111, 0, 0, 17880, 0.888889, 0, 0, 2, 2, 0, 0, 0.354968, 5.26332, 0, 0, 4.83582, 0.49454, 7.74026, 8, 0.183186, 0, 2, 2, 0, 0, -248.172, -1.06423, -64.125, -1.47343, 1, 0, 0.701848, 1.03301, 4.5, 2.29129, 2.25, 1.14564, 3.18198, 1.62019, 1.4513, 1, 3.65022, 1, 3, 3, 0, 0, 0.483766, 2.36623, 1, 0, 0.00159887, 199.685, 0.00691068, 8.50414, 0, 0, 0, 0, 0, 0, 9.19156, 9, 0.426222, 1, 2.11111, 2, 0.148865, 1, -247.688, -1.0643, -56.8889, -1.60665, 0.862447, 0.421991, 0.768683, 1.01786, 4, 2.58199, 2, 1.29099, 2.82843, 1.82574, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.15, 0.01, 0, 0.01, 7.94
nh97_tension.mps.gz,1, 1576, 737, 5264, 0, 0, 0, 0.461489, 0.908586, 4.78333, 1414, 257, 361, 958, 0, 0, 0.163071, 0.229061, 0.607868, 0, 0, 618, 0.392132, 0, 0, 3.23786, 3, 0.583781, 3, -512, -512, -50.3935, -1.57222, -512, -512, 0.838535, 1, 0.438813, 1, 1, 1, 0, 0, -50.3121, -0.438813, -60, -0, 0.765263, 0.558806, 0, 0, 0, 0, 0, 0, 0, 0, 6.30393, 5, 0.786171, 6, 4.84969, 1, 2.79634, 9, 0.265943, 9.66974, 0.204593, 25.8317, -3.18395e-05, -414.058, 0.307414, 1.56521, 0.129436, 0.335682, 0.0615152, 0.222559, 0.0774394, 0.235623, 7.14247, 6, 0.707089, 6, 3.3401, 1, 3.21517, 5, -50.0461, -0.443127, -23.4036, -1.26822, 0.085977, 3.27183, 1.23244, 0.69116, 0.0786802, 0.269239, 0.0373932, 0.1761, 0.0470729, 0.187556, 1, 1153, 11, 1, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0.01, 0, 9.08
nh97_potential.mps.gz,1, 1180, 1916, 5748, 0, 0, 0, 0.14619, 0.252058, 0.916667, 1394, 630, 328, 222, 0, 0, 0.533898, 0.277966, 0.188136, 0, 0, 958, 0.811864, 0, 0, 2.34238, 2, 0.202574, 1, 51.2756, 0.51169, -512, -512, 12.3779, 1.08014, 1, 1, 0, 0, 2, 2, 0, 0, 60, 0, 120, 0, 6.84577, 1.10227, 0, 0, 7.76618, 20.1409, 3.88309, 10.0705, 5.49152, 14.2418, 2, 2, 0, 0, 17.2613, 16, 0.796837, 16, 0, 0, 0, 1.66338e+11, 0, 1.69808e+09, 0, 0, 0.576577, 0.678493, 0.0454679, 0.0577812, 0.15667, 0.183535, 3, 3, 0, 0, 4.87119, 2, 1.73182, 12, 60, 0, 97.4237, 0.487049, 2.28192, 2.3767, 1.34578, 1.53945e-16, 6.41356, 18.3663, 3.1611, 9.197, 4.48784, 13.0009, 0.0214592, 13, 57, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0.01, 0, 0, 9.87
no-ip-64999.mps.gz,1, 2232, 2547, 13590, 0, 0, 0, 0.0781561, 0.188646, 1, 0, 2187, 45, 0, 0, 0, 0.979839, 0.0201613, 0, 0, 0, 2232, 1, 0, 0, 2.04435, 2, 0.225086, 0, 0, 0, -512, -512, -7.1, -0.380282, 5.33569, 5, 0.280321, 2, 6.08871, 2, 4.71935, 0, -5.96466, -0.942598, -6.80645, -3.42955, 0.330078, 1.61361, 0.935009, 0.425047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 5.33569, 5, 0.280321, 2, 6.08871, 2, 4.71935, 0, -5.96466, -0.942598, -6.80645, -3.42955, 0.330078, 1.61361, 0.935009, 0.425047, 0, 0, 0, 0, 0, 0, 1, 3355, 48, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 12.34
nj1.mps.gz,1, 78084, 97579, 321540, 0, 0, 0, 0.042507, 0.0589549, 0.0833478, 0, 14280, 0, 63804, 0, 0, 0.18288, 0, 0.81712, 0, 0, 14280, 0.18288, 0, 0, 2, 2, 0, 0, 631761, 0.435315, 0.0783529, 3.42969, 0, 0, 1.14, 1, 5.87676, 2, 7.78992, 3, 0.744737, 13, -108300, -2.39101, -740045, -0.980131, 1, 0, 0.000176464, 312.375, 0, 0, 0, 0, 0, 0, 2.15518, 1, 1.3778, 1, 3.29603, 3, 0.138501, 1, 290803, 1.25863, 444741, 1.54235, 0.500001, 0.999997, 0.389414, 1.2529, 0.414596, 0.990634, 0.103649, 0.247658, 0.207298, 0.495317, 3.29518, 2, 2.19515, 1, 4.11787, 3, 0.742295, 1, 182503, 2.81539, 228068, 3.64337, 0.579482, 0.851867, 0.775836, 1.1332, 0.338775, 0.90971, 0.0846937, 0.227427, 0.169387, 0.454855, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.91, 0.05, 0.08, 0.1, 5.63
no-ip-65059.mps.gz,1, 2232, 2547, 13590, 0, 0, 0, 0.077509, 0.188299, 1, 0, 2187, 45, 0, 0, 0, 0.979839, 0.0201613, 0, 0, 0, 2232, 1, 0, 0, 2.04435, 2, 0.225086, 0, 0, 0, -512, -512, -7.1, -0.380282, 5.33569, 5, 0.280763, 2, 6.08871, 2, 4.71935, 0, -5.96466, -0.941649, -6.80645, -3.42955, 0.329769, 1.61497, 0.935185, 0.425523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 5.33569, 5, 0.280763, 2, 6.08871, 2, 4.71935, 0, -5.96466, -0.941649, -6.80645, -3.42955, 0.329769, 1.61497, 0.935185, 0.425523, 0, 0, 0, 0, 0, 0, 1, 1855, 38, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 9.45
noswot.mps.gz,1, 128, 182, 735, 0, 0, 0, 0.384303, 1.47469, 8.6, -43, 75, 25, 28, 0, 0, 0.585938, 0.195312, 0.21875, 0, 0, 100, 0.78125, 0, 0, 25001.8, 2, 1.73191, 99999, 1.75926, 4.38654, 0, 0, -8.29365, -1.24381, 2.77473, 3, 0.639898, 1, 5.05, 7, 0.624548, 7, -4.65795, -3.56836, -8.47747, -1.51314, 0.340853, 1.20928, 0.859824, 0.461959, 0.25, 0.433013, 0.0272222, 0.0472026, 0.0824781, 0.142897, 1.26374, 2, 0.692384, 2, 8.21429, 9, 0.278668, 6, 0.197802, 2.61996, 1.28571, 1.1547, 0, 4.7619e+08, 0.021978, 6.67083, 0, 0, 0, 0, 0, 0, 4.03846, 5, 0.504916, 3, 5.74219, 7, 0.567761, 7, -4.46015, -3.70404, -6.34177, -1.9009, 0.229098, 1.63636, 1.09978, 0.509124, 0.195312, 0.396441, 0.0212674, 0.0432127, 0.064436, 0.130826, 0.0465116, 11120, 0, 2, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 10.38
nj2.mps.gz,1, 85224, 118975, 364332, 0, 0, 0, 0.042507, 0.0589529, 0.083337, 0, 14280, 0, 70944, 0, 0, 0.167558, 0, 0.832442, 0, 0, 14280, 0.167558, 0, 0, 2, 2, 0, 0, 545109, 0.615293, 0.0783529, 3.42969, 0, 0, 1.05491, 1, 5.75715, 2, 8.78908, 4, 0.660013, 13, -88824, -2.68137, -740045, -0.98013, 1, 0, 0.000144729, 344.926, 0, 0, 0, 0, 0, 0, 2.00735, 1, 1.35254, 1, 3.36637, 3, 0.14323, 1, 238506, 1.46655, 399981, 1.6604, 0.543173, 0.917078, 0.319392, 1.46053, 0.37287, 0.947706, 0.0932176, 0.236927, 0.186435, 0.473853, 3.06226, 2, 2.14536, 1, 4.27499, 3, 0.737253, 1, 149682, 3.14383, 208960, 3.81829, 0.63716, 0.754627, 0.636313, 1.33603, 0.310393, 0.875813, 0.0775982, 0.218953, 0.155196, 0.437906, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,4.18, 0.07, 0.12, 0.14, 2.78
ns1111636.mps.gz,1, 360822, 13895, 568444, 0, 0, 0, 0.00145833, 0.0171643, 0.442708, 96.25, 13200, 0, 347622, 0, 0, 0.0365831, 0, 0.963417, 0, 0, 13200, 0.0365831, 0, 0, 2, 2, 0, 0, 17.5566, 20.7833, -0.412178, -9.76928, 56, 1.83402, 9.81648, 2, 14.2865, 3, 10.3333, 10, 0.409309, 12, 343.893, 43.19, 362, 1.35037, 0.264062, 1.60933, 0.193336, 2.21074, 0, 0, 0, 0, 0, 0, 31.0935, 1, 1.92056, 79, 1.24286, 1, 0.542717, 1, -27.9205, -2.00949, -1.11603, -0.634224, 0.293774, 1.47253, 0.00165461, 103.058, 0.00044301, 0.0605843, 0.000221505, 0.0302922, 0.000313255, 0.0428396, 40.91, 3, 3.67697, 76, 1.57541, 1, 1.27035, 1, 315.973, 47.0088, 12.1679, 9.50967, 0.276573, 1.54911, 0.324691, 1.78132, 0.000426803, 0.0594659, 0.000213402, 0.0297329, 0.000301795, 0.0420487, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,1.22, 0.04, 0.11, 0.14, 4.57
ns1116954.mps.gz,1, 12648, 131991, 410582, 0, 0, 0, 0.0225995, 0.0871303, 0.5, 0, 7482, 0, 5166, 0, 0, 0.591556, 0, 0.408444, 0, 0, 7482, 0.591556, 0, 0, 2, 2, 0, 0, 0.119789, 3.66095, 0.953191, 0.751195, -1, -0, 2.14239, 2, 0.909392, 0, 37.7942, 39, 0.403138, 16, -1.60026, -2.66083, -28.2304, -0.593242, 0.998548, 0.0307655, 0.000741819, 30.6871, 0, 0, 0, 0, 0, 0, 0.968293, 1, 0.491392, 0, 24.7398, 29, 0.47684, 36, 0.968293, 0.491392, 24.7398, 0.47684, -0.919159, -0.42853, 1.69411e-05, 363.304, 0, 0, 0, 0, 0, 0, 3.11068, 3, 0.609092, 0, 32.4622, 36, 0.472578, 22, -0.631967, -6.66465, -6.59503, -4.55065, 0.357134, 2.61346, 0.000749395, 30.5978, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,1.06, 0.12, 0.09, 0.11, 4.72
ns1208400.mps.gz,1, 2883, 4289, 81746, 0, 0, 0, 0.0337787, 0.108028, 0.5, 0, 2880, 0, 3, 0, 0, 0.998959, 0, 0.00104058, 0, 0, 2880, 0.998959, 0, 0, 2, 2, 0, 0, 1.27065, 0.539006, 0.99115, 0.0944911, 1, 0, 19.0581, 0, 1.29325, 55, 28.3819, 31, 0.407906, 24, 17.8306, 1.32356, 26.554, 0.348392, 0.760928, 0.425352, 0.0627013, 2.71875, 0, 0, 0, 0, 0, 0, 0.00139893, 0, 30.8563, 0, 2, 2, 0, 0, 0, 4.31884e+08, 0, 0, 0.333333, 0, 0, 0, 7, 4.24264, 3.5, 2.12132, 4.94975, 3, 19.0595, 0, 1.29328, 55, 28.3545, 31, 0.409189, 24, 17.8306, 1.32336, 26.5263, 0.350064, 0.760923, 0.425357, 0.0638002, 2.89294, 0.00728408, 0.263943, 0.00364204, 0.131972, 0.00515062, 0.186636, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.37, 0.01, 0, 0.01, 5.5
ns1456591.mps.gz,1, 8399, 1997, 199862, 0, 0, 0, 0.0450181, 0.876843, 18, 361.939, 8000, 19, 380, 0, 0, 0.952494, 0.00226217, 0.0452435, 0, 0, 8019, 0.954757, 19, 0.00236937, 2, 2, 0, 0, 9.5, 1, 9359.64, 1.48501, 2, 0, 99.7006, 38, 1.46332, 379, 24.8288, 26, 0.187458, 1, 116960, 1.97938, 29127, 0.224788, 0.974066, 0.20879, 0.149746, 1.60444, 48.8923, 26.4899, 1.8975, 1.04535, 9.63126, 5.25969, 0.380571, 0, 1.27579, 1, 2, 2, 0, 0, 0, 6.16904e+09, 0, 0, 3.33333e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100.081, 38, 1.46038, 380, 23.7959, 26, 0.276194, 2, 116960, 1.97938, 27809.2, 0.31672, 0.964691, 0.231807, 0.192857, 1.189, 46.6803, 27.8069, 1.81165, 1.09492, 9.19551, 5.5154, 1, 0, 8, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.21, 0.01, 0, 0.01, 5.01
